Language,Family Name,Notes,Blazon
English,WENGHAM,"Henry de WENGHAM, Bishop of London, 1259-62.","Gules, a body-heart, between two wings displayed or"
English,WENTWORTH,WENTWORTH.,"Sable, a chevron between three leopard's heads or"
English,WEST,"Nicholas WEST, Bp of Ely, 1515-33.","Argent, a chevron sable between three roses gules slipped vert"
English,WESTFALING,"WESTFALING, Bp. of Hereford, 1586-1603.","Azure, a cross between four caltraps or"
English,WESTLEY MS,"WESTLEY, Harl. MS. 1405.","Argent, a cross annuletty sable"
English,WESTON,"Stephen WESTON, Bp. of Exeter, 1724-42.","Argent, a cross calvary gules; on a chief azure five bezants"
English,WESTON,WESTON.,"Argent, a chevron per pale or and gules"
English,WETHERED,"WETHERED, co. Buckingham, and co. Hertford.","Gules, a chevron between three flesh-pots or"
English,WEXFORD,"Mayor's Seal, town of WEXFORD.","On a fesse wavy between three dolphins embowed, three hakes naiant with a coronet over each"
English,WHALLEY ABBEY,"WHALLEY ABBEY, co. Lancaster[founded 1309].","Gules, three whales haurient or, in the mouth of each a crosier[otherwise vorant as many crosiers] of the last"
English,WHALLEY,WHALLEY.,"Argent, three whale's heads erased and erect or"
English,WHALLEY,WHALLEY.,"Ermine, on a bend sable three whale's heads erased or"
English,WHARTON,Philip WHARTON.,"Sable, a maunch argent within a bordure or, charged with eight pairs of lion's paws saltireways erased gules"
English,WHEELER MS,"WHEELER[Harl. MS., 1404; but probably meant for the arms of Wheeler, which are a fish-wheel in bend or, on a chief of the last a wolf's head erased sable between two ogresses].","Per bend gules and azure, a pitcher in bend or; on a chief of the last a beast's head erased between two mullets sable"
English,WHEELER,"John WHEELER, Stoke, Surrey, 1543. [From Glover's Ordinary.]","Or, a camel statant sable, between three half-wheels azure; on a chief of the third a wheel argent enclosed by two bezants"
English,WHEELER,"WHEELER, co. Salop.","Argent, on a chief azure two Katherine-wheels of the first"
English,WHEELER,"WHEELER, co. Worcester.","Per bend gules and azure, a fish-basket weel, or eel-pot in bend or; on a chief azure a wolf's head erased sable between two ogresses"
English,WHEELWRIGHTS,"WHEELWRIGHTS' Company, [Inc. 1670].","Gules, a chevron between three wheels or; on a chief argent an axe lying fessways proper"
English,WHEYWELL,WHEYWELL.,"Argent, on a bend sable three satyr's heads couped at the shoulders of the first horned or"
English,WHEYWELL,WHEYWELL.,"Argent, on a bend sable, three satyr's heads couped at the shoulders of the first, horned or"
English,WHIRTER,M'WHIRTER.,"Per fesse or and sable, a lion rampant counterchanged, armed and langued gules, on a canton of the last an Esculapius' rod palewise entwined with serpents argent"
English,WHITBY,WHITBY Abbey.,"Azure, three serpents encircled or; two and two"
English,WHITE,"John WHITE, Bp. of Lincoln, 1534; of Winchester, 1557-59.","Party per chevron embattled or and gules, three roses counterchanged slipped vert; on a chief of the second three hour-glasses argent framed of the first"
English,WHITE,"WHITE, Hursley, co. Northampton, 1750.","Vert, a fesse vairy argent and erminois between three narcissus flowers of the second"
English,WHITE,"WHITE, Kent.","Sable, on a chevron ermine between three flagons, the two in chief with spouts argent, as many martlets gules"
English,WHITE,WHITE.,"Sable, on a chevron ermine between three jugs argent, as many martlets of the first"
English,WHITFIELD,WHITFIELD.,"Argent, a bend between two cotices engrailed sable"
English,WHITGIFT,"WHITGIFT, Bp. of Worcester, 1577, afterwards Abp. of Canterbury, 1583-1604. [Arms granted, 1577.]","Argent, on a cross flory sable four bezants"
English,WHITHORSE,WHITHORSE.,"Chevronelly of four, argent and gules"
English,WHITING,WHITING.,"Argent, on a bend sable, three whitings proper"
English,WHITLOCK,"WHITLOCK, co. Devon.","Per fesse or and sable, a bend wavy between two padlocks counterchanged"
English,WHITTINGTON,WHITTINGTON.,"Argent, a fesse counter-compony or and azure between three roses gules; on a chief of the second as many lion's gambs fixed to dragon's sinister wings sable; all within a bordure gobony of the third and purpure"
English,WHITTINGTON,WHITTINGTON.,"Azure, three whitings hauriant argent"
English,WHYSHAW,"WHYSHAW, Lees, co. Chester.","Gules fretty or, on a canton azure two ears of wheat slipped without blades of the second"
English,WIGGON,WIGGON.,"Argent, a fesse azure voided invecked of the field; in chief a martlet sable"
English,WIGLEY,"WIGLEY, co. Derby.",Paly embattled of eight argent and gules
English,WIGSTON,WIGSTON.,"Per chevron ermine and ermines, a chevron per chevron sable and argent; on the first three estoiles or"
English,WIGTONE,Walter de WIGTONE-[From the coloured roll in possession of Society of Antiquaries].,"Sable, three sixfoils within a bordure engrailed or"
English,WIKES,"WIKES, Devon.","Argent, a chevron chequy azure and vert between three gannapies proper"
English,WIKES,"WIKES, co. Devon.","Argent, a chevron chequy azure and vert between three turkeys proper"
English,WILCOCKS,WILCOCKS.,"Azure, an eagle displayed argent armed or, collared with a ducal coronet gules"
English,WILDE,"WILDE, co. Leicester.","Argent, a chevron engrailed ermine; on a chief sable three martlets of the first"
English,WILKERS MS,"WILKERS, Harl. MS. 6169.","Argent, on a mount a pomegranate-tree fructed proper"
English,WILKINS,"WILKINS, Kent.","Gules, on a chevron between three whelks argent as many demi-lions rampant sable"
English,WILKINSON,"WILKINSON, co. Durham; granted 1538.","Gules, a chevron[otherwise a fesse] vair between three whelk-shells or"
English,WILLARD,"WILLARD, Eastbourne, Sussex.","Argent, on a chevron sable between three flasks or jars[they are weels] proper five ermine spots of the first"
English,WILLAUME,"WILLAUME, Tingrave, co. Bedford; granted 1767.","Argent, on a fesse vert between three damask roses barbed and seeded proper four ermine spots of the field"
English,WILLIAM WILLIAM II HENRY,"Arms ascribed to WILLIAM I., WILLIAM II., and HENRY I. [But on no early authority.]","Gules, two lions passant guardant in pale or"
English,WILLIAMS,Lord WILLIAMS of Thame.,"Azure, two organ-pipes between four crosses patee or"
English,WILLIAMS,Lord WILLIAMS of Thame.,"Azure, two organ-pipes in saltire between four crosses patty argent"
English,WILLIAMS,"WILLIAMS, Anglesey.","Argent, two foxes counter salient in saltire gules, the dexter surmounted by the sinister"
English,WILLIAMS,"WILLIAMS, London.","Vert, three eagles displayed in fesse, within a bordure or"
English,WILLIAMS,"WILLIAMS, Wynnstay, co. Flint.","Argent, two foxes salient counter salient in saltire, the sinister surmounted of the dexter gules"
English,WILLIAMS,"WILLIAMS, co. Pembroke.","Or, on a chevron gules between three cubes pean as many horse-shoes argent"
English,WILLIAMS,WILLIAMS.,"Gules, a cave proper, therefrom issuant a wolf at full speed regardant argent"
English,WILLINGTON,"WILLINGTON of Umberleigh, co. Devon, and Hurley, co. Warwick.","Or, [another gules], a saltire vair"
English,WILLIS,"WILLIS, Dean of Worcester, ob. 1596.","Argent, a chevron gules between three willow-trees proper"
English,WILLISBY,WILLISBY.,"Argent, a lion rampant sable holding a baton in pale azure"
English,WILLISBY,WILLISBY.,"Argent, a lion rampant sable supporting a ragged staff azure"
English,WILLOUGHBY,"WILLOUGHBY, co. Derby.","Or, on two bars gules three water-bougets argent"
English,WILLS,WILLS.,"Argent, three griffins passant in pale azure murally gorged of the first, within a bordure sable bezanty"
English,WILSHERE,Raphe de WILSHERE.,"Argent, on a chief enty[in more recent blazon 'indented'] azure five crosses croslet or"
English,WILSON,"Thomas WILSON, Bp. of Sodor and Man, 1697-1755.","Sable, a wolf salient, and in chief three estoiles or"
English,WILSON,"WILSON, Sneaton, Castle, Yorkshire.","Argent, on a chevron between three mullets gules a crescent or; on a chief azure three ingots of gold palletwise, fretted with another in bend proper"
English,WILTRAM,"Robert WILTRAM, co. York.","Or, a bendlet[or baston] gules between three eagles close in trian aspect sable"
English,WILTSHIRE,"WILTSHIRE, 1840.","Per chevron azure and argent, six crosses patty four and two or; in base a Beloochee soldier habited and armed, brandishing a sword proper, mounted on a bay horse caparisoned; on a chief silver the fortress of Khelat; a canton charged with a Dooranee badge"
English,WIMBLE,"WIMBLE, Lewes.","Ermine, a pile gules, charged with a lion passant gardant in chief or, and a wimble in base proper; a fesse chequy azure and of the third; thereon two escalops sable"
English,WIMBUSH,WIMBUSH.,"Vert, eleven round beads in chevron, surmounted in the centre by a cross; pendent to the two end beads a tassel, all or, between three cinquefoils argent"
English,WINCHCOMBE WINCHELCOMBE,"Benedictine Abbey at WINCHCOMBE or WINCHELCOMBE, Gloucester.","Barry of seven azure and argent on a chief as the first two palets between so many based esquires like the second, over all on an escucheon a cross croslet fitchy argent"
English,WINCHCOMBE,"Benedictine Abbey of WINCHCOMBE, Gloucester.","Azure, three bars argent, on a chief of the second a pale between two gyrons[elsewhere piles] of the first; over all an escutcheon gules charged with a cross croslet fitchy as the bars"
English,WINCHESTER,"WINCHESTER, Scotland.","Argent, a vine growing out of the base leaved and fructed between two popinjays endorsed, feeding upon a cluster of grapes all proper"
English,WINSTON,WINSTON.,"Sable, a plate between three towers argent"
English,WINSTONE,"WINSTONE, co. Brecknock.","Per pale argent and gules, a lion rampant of the first on the sinister side, supporting a tree eradicated proper on the dexter"
English,WINTERBOTTOM,"WINTERBOTTOM[Lord Mayor of London, 1752].","Azure, gutte d'eau"
English,WINTHORP,"WINTHORP, Suffolk.","Chevronelly of five, argent and gules, over all a lion rampant sable"
English,WINTOUN,"WINTOUN, Strathmartine, Scotland.","Argent, a chevron between three turtle-doves azure"
English,WINWOOD,"WINWOOD, Bucks.","Argent, a cross bottonnee sable"
English,WIRGMAN,"WIRGMAN, London.","Azure, a female figure representing Justice habited in while holding in the dexter hand a pair of scales and in the sinister a sceptre, both or"
English,WISE,WISE.,"Sable, three chevrons ermine between as many adders argent--WISE, Warwick. The same between three adders erect or--WISE, Brompton. Also embowed vert"
English,WISEMAN,"WISEMAN, Scotland.","Argent, a chevron between three estoiles of eight points wavy or"
English,WISHART,"WISHART, Brechin, Scotland.","Argent, three Passion nails gules meeting in point"
English,WITENEYE,Eustace de WITENEYE.,"Azure, a cross counter-compony argent and gules"
English,WOLLSTONECRAFT,"WOLLSTONECRAFT, Essex and London, granted 1765.","Vert, three mermaids two and one, each holding comb and mirror or"
English,WOLRICH,"WOLRICH, co. Suffolk.","Azure, a chevron between three mallards, wing elevated[otherwise swans rising] argent"
English,WOLRICH,WOLRICH.,"Gules, a chevron argent between three wild ducks brown"
English,WOLRYCH,"WOLRYCH, Salop.","Azure, a chevron between three wild ducks volant argent"
English,WOLSAY,"WOLSAY, Norfolk.","Argent, on a chevron between three woolsacks azure as many garbs or"
English,WOLSEY CHRIST CHURCH,"The arms of Cardinal WOLSEY, now borne by CHRIST CHURCH, Oxford.","Sable, on a cross engrailed argent, a lion passant gules, between four leopard's faces azure; on a chief or, a rose of the third, seeded of the fifth, barbed vert, between two Cornish choughs proper"
English,WOLSTON,"WOLSTON, co. Cornwall.","Argent, a bend between six pouches sable"
English,WOLSTON,"WOLSTON, co. Devon.","Sable, a bend between six pouches argent"
English,WOLTON,"John WOLTON, Bp. of Exeter, 1579-94.","Or, a lion rampant supporting a saltire engrailed humetty gules"
English,WOLVESLEY,"WOLVESLEY, Suffolk.","Argent, a talbot passant gules"
English,WOOD,"WOOD, Balbegno, Scotland.","Azure, on oak-tree growing out of a mount in base or, and on one of the branches two keys of the first fastened by straps gules[for the office of Thane of Fettercairn]"
English,WOOD,"WOOD, Bp. of Lichfield and Coventry, 1671-92.","Sable, a chief gules, over all a lion rampant or"
English,WOOD,"WOOD, Devon.","Argent, on a mount in base an oak-tree fructed all proper"
English,WOOD,"WOOD, Devon.","Sable, three bars or; on a canton gules a demi woodman holding a club over the dexter shoulder gold"
English,WOOD,"WOOD, Ireland[conf. 1647].","Argent, a lion sejant in a wood all proper; on a chief wavy gules a harp between two anchors or"
English,WOOD,WOOD.,"Argent, a bend engrailed between six ewers sable"
English,WOOD,WOOD.,"Azure, three urchins passant in pale or"
English,WOOD,WOOD.,"Azure, three woodmen[sometimes blazoned men of Kent] in fesse proper holding in their right hands clubs argent, in their left escutcheons of the second each charged with a cross gules"
English,WOODHOUSE,"WOODHOUSE, Calais.","Azure, a fesse quarterly sable and argent between three ragged staves bendways or"
English,WOODHOUSE,WOODHOUSE.,"Argent, a cross degraded and conjoined[or issuing from eight degrees], sable"
English,WOODHOUSE,WOODHOUSE.,"Argent, a cross patee fixed sable"
English,WOODMERTON,WOODMERTON.,"Per fesse dancette argent and sable, each point ending in a fleur-de-lis"
English,WOODMERTON,WOODMERTON.,"Per fesse dancetty argent and sable, each point terminating in a fleur de lis"
English,WOODMONGERS MS,"Company of WOODMONGERS, London, V. Cotton MS. Tiberius, D. 10, fo. 885.","Argent, a chevron sable between three bundles of laths vert[as the second, in 1716]"
English,WOODMONGERS,"WOODMONGERS' Company, London, 1716.","Gules, a sword erect argent, hilt and pommel or, enfiled with a ducal coronet of the last between two flaunches of the second, each charged with a faggot proper; [elsewhere blazoned, argent, a chevron sable between faggots of the second]"
English,WOODVILLE,WOODVILLE.,"Argent, a fesse and canton gules"
English,WOODWARD,WOODWARD Kent.,"Argent, a chevron sable three grasshoppers proper[vert]"
English,WOODWARD,"WOODWARD, co. Norfolk, 1806.","Vert, three mulberry leaves or"
English,WOOL PACKERS,"The Company of WOOL-PACKERS, London.","Azure[some say gules], a wool-pack argent"
English,WOOLBALL,"WOOLBALL, London.","Argent, three fleurs-de-lis vert on a chief azure a pansy between two fleurs-de-lis or"
English,WOOLER,WOOLER.,"Gules, three tassels or"
English,WOOLL,"WOOLL, Rugby, co. Warwick.","Gules, a chevron between three woolpacks argent"
English,WOOLSTON,"WOOLSTON, co. Devon. 1716.","Sable, a bend or, between three hand baskets argent"
English,WOOLSTON,WOOLSTON. White.,"Argent, three turnpikes[elsewhere blazoned turnstiles or reels] sable"
English,WORCELEY,"WORCELEY, co. Hants.","Or, three ravens volant proper"
English,WORCESTER,City of WORCESTER.,"Argent, a fesse between three pears sable"
English,WORSELL,WORSELL.,"Argent, three otters passant sable"
English,WORSYCKE,WORSYCKE.,"Argent, on a bend sable three bars[otherwise three gobbons] of the first, each charged with a saltorel gules"
English,WORSYCKE,WORSYCKE.,"Gules, three knives argent"
English,WORTHAM,WORTHAM.,"Sable, three chameleons erect or, within a bordure argent charged with eight martlets sable"
English,WORTHINGTON,"WORTHINGTON, Lancashire.","Argent, three eelpicks sable"
English,WORTHINGTON,"WORTHINGTON, Yorkshire.","Argent, three dung-forks two and one, prongs in chief, sable"
English,WORTHINGTON,WORTHINGTON.,"Argent, three five-pronged forks sable"
English,WORTHINGTON,WORTHINGTON.,"Argent, three pastoral staves, two and one, each ensigned on the top with a crown celestial"
English,WRANGHAM,WRANGHAM.,"Azure, an ancient ship of three masts, sails furled or"
English,WRENBURY,WRENBURY.,"Argent, a chevron sable between three wrens close sable[other wise brown, and in another case back vert and breast gules]"
English,WRENNE MS,"WRENNE, Harl. MS. 1404].","Argent, on a chevron azure three wrens of the first, a chief gules charged with as many horse's heads erased purpure--WREN[the chief or, charged with as many heads erased brown"
English,WRIGHT,"WRIGHT, Cranham Hall, Essex.","Azure, two bars argent, in chief a leopard's face or"
English,WRIGHT,"WRIGHT, London.","Or, on a pale gules a cross pomy fitchy argent, on a chief azure three bezants"
English,WRIGHT,"WRIGHT, Manchester.","Sable, on a cross or between four unicorn's heads erased argent, armed, maned and tufted of the second, a cross engrailed gules charged with a javelin erect gold, headed as the third"
English,WRIGHT,"WRIGHT, Scotland.","Azure, three carpenter's axes argent"
English,WROTON,WROTON.,"Argent, three piles[rather a triple pile, or a pile triple pointed] flory at the points, issuing from the sinister base bendwise sable"
English,WYATT,"WYATT, Kent.","Gules, a barnacle argent"
English,WYCHARD,WYCHARD.,"Azure, a chevron argent between three plovers or"
English,WYCHINGHAM,"WYCHINGHAM, Norfolk.","Ermine, two rings interlaced sable, on a chief of the last three crosses formy argent"
English,WYCOMBE,WYCOMBE.,"Or, two lions[rampant] combatant gules, armed and langued azure"
English,WYER,WYER.,"Bendy sinister and barry, gules and argent"
English,WYKE,WYKE.,"Argent[?], a chevron ermines between three barnacle birds close proper"
English,WYKE,WYKE.,"Argent, a chevron ermine, between three plovers proper"
English,WYKE,WYKE.,"Argent, a fret of six pieces bezanty"
English,WYKE,WYKE.,"Gules, a fesse between six gouttys or"
English,WYKEHAM,"William of WYKEHAM, Bp. of Winchester, 1367-1404. [Founder of the College of S.Mary at Winchester and at Oxford.]","Argent, two chevronels sable, between three roses gules, barbed and seeded proper."
English,WYKERSLEY,WYKERSLEY.,"Argent, a cross crosslet pattee sable"
English,WYKES,WYKES[Glover's ordinary].,"Argent, a chevron counter compony vert and azure between three gannapies of the last membered gules"
English,WYLLEY,"WYLLEY, 1716.","Argent, a chevron ermine between three fish-baskets, hoops outwards vert"
English,WYMESWOLD,WYMESWOLD.,"Gules, fretty argent; on each joint a hurt"
English,WYNTWORTH,WYNTWORTH.,"Argent, a cross graded of three sable"
English,YARD,"YARD, Devonshire.","Gules, a chevron between three yard-measures erect or"
English,YARD,"YARD, Kent.","Gules, a chevron between three measuring-yards argent"
English,YARDLEY,YARDLEY.,"Azure, a stag in full course or, pursued by a brace of dogs argent, all bendwise and at random"
English,YARMOUTH,"Town of YARMOUTH, Norfolk.","Argent, a chevron between three seal's paws erased and erect sable"
English,YARMOUTH,YARMOUTH.,"Argent, a chevron between three badger's legs erased sable"
English,YATE,"YATE, Buckland, Berks.","Per pale crenelly argent and sable, three fieldgates counterchanged"
English,YATES,"YATES, Lyford, Berks.","Argent, a fesse between three gates sable"
English,YEATES,"YEATES, Bristol.","Per fesse crenelly sable and argent, three fivebarred gates counter-changed"
English,YEO,"YEO, Colliton, Devon.","Argent, a chevron sable between three gannapies[elsewhere drakes] azure"
English,YEO,"YEO, co. Devon.","Argent, a chevron sable between three turkey-cocks in their pride proper"
English,YEO,YEO.,"Argent, a chevron sable between three drakes azure, beaked and membered or"
English,YEOMAN,YEOMAN.,"Argent, gutty de sang, two darts points upwards gules feathered of the first piercing a heart of the second"
English,YERLE,YERLE.,"Gules, a fesse between three tern-fowls argent"
English,YETTS,"YETTS, Teviotdale, Scotland.","Or, a fesse embattled between three portcullises gules"
English,YOUNG,"Sir John YOUNG, Lord Mayor of London, 1466.","Lozengy argent and vert, on a bend azure an annulet in chief of two heraldic ibex's heads or"
English,YOUNG,"William YOUNG and Alicia his wife, which died, May 15, 1430. [Wood does not given the name of the second wife.]","Lozengie argent and vert; on a chevron gules three bezants; on a chief gules a goat's head erased between two cinquefoils or; Impaling, [1] Or, on a chevron between three choughs gules, a crescent or; [2] Azure, three hatchets or"
English,YVAIN,YVAIN.,"Argent, semy of annulets, within each a lion rampant and an eagle displayed alternately sable; in the interstices a lesser annulet of the last"
English,ZACHERT,ZACHERT.,"Gules, an anchor argent, the ring or"
English,ZAKESLEY,ZAKESLEY.,"Argent, a hart's attire sable"
English,ZAKESLEY,ZAKESLEY.,"Argent, three thatcher's rakes barwise sable"
English,ZAKESLY,ZAKESLY.,"Argent, the upper half of a sickle blade serrated on the inner[dexter] edge erect sable"
English,ZERTSCHEN,ZERTSCHEN.,"Argent, a double-hooked hanger closed in pale sable"
English,ZINGELL,ZINGELL.,"Gules, a broad arrow between two wings argent"
English,ZORKE MS,"ZORKE, Cotton MS. Tiberius D, 10, fol. 672.","Per pale argent and azure, a bend downset counterchanged"
English,ZORNLIN,"ZORNLIN, Clapham.","Or, over a gusset invected purpure two barbels countersalient"
English,ZORVIS,"ZORVIS of that Ilk, Scotland.","Argent, a weir vert"
English,ZULEISTEIN,ZULEISTEIN.,"Gules, three zules argent; a label of three points of the last"
French,AFFAGARD,"AFFAGARD, Normandie.","De gueules, a trois diamants en lozanges taillees a facettes d'argent, en fasces"
French,ALLAMANON,"ALLAMANON, Provence.","Tranche d'or et de sable, diapre de l'un en l'autre"
French,ALLIGRET,"ALLIGRET, Champagne.","D'azure, a trois aigrettes d'argent becquees et membrees sable"
French,ARENE,"ARENE, Provence.","D'azur, a une foi d'argent vetue de pourpre posee en bande et mouvante d'une nuee d'argent"
French,ARPO,"D'ARPO, Italy.",Mi-coupe en chef failli en taillant et recoupe vers la pointe de gueules et d'argent
French,AUBERY,"AUBERY, Poitou.","D'or, a cinque trangles de gueules"
French,AUBETERRE,"D'AUBETERRE, Champagne.","De beffroi, d'or et d'azur"
French,AUTRET,"AUTRET, Bretagne.","D'argent, a quatre trangles ondees d'azur"
French,BABUT,"BABUT, Bourbonnais et Nivernais.","D'argent, a trois fleurs de pansees d'azur"
French,BANVILLE DE TRUTEMNE,"BANVILLE DE TRUTEMNE, Normandie.",Plein de menu-vair
French,BARDONNENCHE,BARDONNENCHE.,"D'argent, treillise de gueules, cloue d'or"
French,BARFLEUR,"Ville de BARFLEUR, Normandy.","Gueules, a un bar contourne d'argent, la tete surmountee d'une fleur-de-lis d'or"
French,BASTARD,"BASTARD, Berry.","D'or, a l'aigle de l'empire mi-parti d'azur a la fleur-de-lis d'or"
French,BAUTHER,BAUTHER.,"D'argent, a la branche de frene de sinople posee en bande"
French,BAZAS,"BAZAS, Guyenne.","D'azure, a la crois d'argent, le pied bourdonne ou pommette et fiche du meme; aux cantons quatre etoiles d'or"
French,BEAUSSIER DE LA CHAULANE,"BEAUSSIER DE LA CHAULANE, Provence.","D'azur, a trois vannets d'or"
French,BELO,"BELO, Manche.","D'azur, a trois tetes de Turcs de carnation, le turban parti et tortille d'or et de gueules"
French,BERBISY,"BERBISY, Bourgogne.","D'azur, a une brebis d'argent"
French,BERRY,"BERRY, Poitou, Languedoc.","D'argent, seme d'hermines de sable"
French,BESCOT,"BESCOT, Ile de France.","Coupe d'or et de gueules, a l'arbre sec au naturel brochant sur le tout"
French,BEUARD,"BEUARD, Normandie.","D'argent, a une feuille de varech de gueules accostee de deux crois sants d'azure"
French,BLANC,"BLANC, Dauphine.",Tranche taille d'argent et d'azur
French,BOGUET,"BOGUET, Normandy.","Argent, simple"
French,BOISY,"BOISY, Ile de France.",Cinq points d'argent equipolles a quatre de gueules
French,BONCHAMPS,"BONCHAMPS, Poitou.","De gueules, a deux triangles d'or entrelaces l'un dans l'autre en forme d'etoile"
French,BOSCHIER,"BOSCHIER, Bretagne.","D'azur, a une fleur-de-lys d'or au pied nourri; deux lis au naturel sortant d'entre les cotes"
French,BOUDARD,Martin de BOUDARD.,"D'argent, aux deux jumeaux accouples de carnation pose sur une terrasse de sinople"
French,BOUDET,"BOUDET, Auvergne.","D'azur, a la rivière d'argent posee en fasce et chargee d'un bateau de meme"
French,BOURGES,BOURGES.,"D'azur, a trois moutons passant d'argent, accornes de sable, accoles de gueules, et clarines d'or; a la bordure engrelee et gueules; au chef cousu de France"
French,BOURNONVILLE,"BOURNONVILLE, Champagne.","De sable, au lion d'argent, arme, lampasse, et couronne d'or; la queue fourchue, nouee, et passee en sautoir"
French,BOUTREN,"BOUTREN de Franqueville, Normandie.","De gueules, chape d'argent"
French,BRANCAS,BRANCAS Comtat Venaissen.,"D'azur, au pal d'argent charge de trois tours de gueules, et accoste[ou soutenu] par quatre jambes de lion d'or mouvantes des flancs de l'ecu"
French,BROCHANT DU BREUIL,"BROCHANT DU BREUIL, Ile de France.","D'or, a l'olivier de sinople accoste de deux croissants de gueules; a la champagne d'azur charge d'un brochet d'argent"
French,BROUILHAC DE LA MOTHE COMTAIS,"BROUILHAC DE LA MOTHE COMTAIS, Poitou.","D'argent, a cinq hermines de sable posees 2, 1 et 2"
French,BRUSSE,"BRUSSE, Pays Bas.","D'argent, a trois massues garnies de pointes de gueules rangees en fasce"
French,BRUYSEL DE SURE,BRUYSEL DE SURE.,"Emanche d'or et d'azure de trois piecès, a trois besants d'or en pointe; au chef d'argent charge de trois bouterolles de gueules"
French,BURET,"BURET, Normandie.","D'argent, a trois tourteaux de sable"
French,CALOIS DE MESVILLE,CALOIS DE MESVILLE.,"De gueules, seme de fleurs-de-lis d'argent a une harpie de meme"
French,CANISY,CANISY.,"De gueules, coupe d'azur a trois tourteaux a hermine"
French,CARBONEL,"CARBONEL, Normandie.",D'azur a trois tourteaux d'argent au chef de gueules
French,CARDON,"De CARDON, Lorraine et Artois.","D'azur, a trois chardons d'or"
French,CATHERINE,"CATHERINE, Bourgoyne.","D'azur, a trois roues de Sainte Catherine d'or"
French,CAUDECOSTE,"CAUDECOSTE, Dauphine.","D'or, a une montagne de trois coupeaux d'azure"
French,CHAMPS,"CHAMPS, Nivernais.",D'azure a cinq plantes de mandragore d'argent mal ordonnees; au franc quartier d'hermine
French,CHAMPS,"CHAMPS, Normandie.","D'argent, a trois perroquets de sinople becques et membres de gueules"
French,CHASTELAIN DE SERTINES,CHASTELAIN DE SERTINES.,"D'azur, a un chateau somme, de trois tours, pavillonnees et girouettees d'argent, le tout maconne de sable"
French,CIPRIANIS,"CIPRIANIS, Provence.","D'azur, a trois triangles d'or poses 2 et 1"
French,CLINCHAMPS,"CLINCHAMPS, Normandie.","D'argent, a trois fanons de gueules, doubles et franges de sinople"
French,COMMINGES,"COMMINGES, Guienne and Gascoigne.","De gueules, a quatre otelles d'argent adosses en sautoir"
French,COND DE COEMY,"CONDe DE COEMY, Champagne.","D'or, a trois manches mal taillees de gueules"
French,CORRARO KARRARO,"CORRARO, or KARRARO, Venice.","Coupe d'argent et d'azur, vetu de l'un a l'autre[ou coupe d'argent et d'azur a une grande lozenge de l'un a l'autre aboutissante aux quatre flancs de l'ecu]; [in English, Per fesse argent and azure a lozenge throughout counterchanged]"
French,COUSIN TOUR FONDUE,COUSIN de la TOUR FONDUE.,Gueules a la foi d'argent
French,DASTING,"DASTING, Normandie.","D'or, a une manche mal taillee de gueules"
French,DE BOILEAU DE CASTELNAU,"DE BOILEAU DE CASTELNAU, Languedoc.","De gueules, a une forteresse d'or a trois tours du meme, celle du milieu sommee d'une grue, tenant sa vigilance du meme[i.e. the crane stands on the top of the central turret]"
French,DE BREHIER,"DE BREHIER, Bretagne.","D'argent, a trois olives de sinople"
French,DE BRESSY,"DE BRESSY de Sablous, Normandie.","De gueules, chausse d'hermines"
French,DE ESCAILLE,"DE L'ESCAILLE, Brabant.","De gueules, a lavant bras gantele d'argent mouvant du flanc senestre de l'ecu et tenant une bride de sable"
French,DE JACOB DE LA COTTIERE,DE JACOB DE LA COTTIERE.,"Ecartele aux 1 et 4 d'azur, au chevron onde d'argent, accompagne de trois tetes de leopard d'or languees de gueules; aux 2 et 3 de gueules, au sautoir d'or engoule de quatres tetes de leopard mouvantes des angles charge en cœur[i.e. in fesse point], d'une autre tete de leopard du champ"
French,DE LA GRANGE TRIANON,DE LA GRANGE-TRIANON.,"De gueules, au chevron d'argent, charge d'un chevron vivre de sable accompagne de trois croissants d'or"
French,DE LANGLOIS DE SEPTENVILLE,"DE LANGLOIS DE SEPTENVILLE, Normandie.","D'azur, a l'aigle naissante d'or coupe d'argent, a quatre pointes de gueules"
French,DE MONTBAR,"DE MONTBAR, Bourgogne.","Ecartele d'argent, et de gueules, chape de l'un en l'autre"
French,DE PELERIN,"DE PELERIN, Languedoc.","D'azur, a un bourdon d'or pose en bande, accompagne de trois coquilles du meme, deux en chef et une en pointe"
French,DE REALS,"DE REALS, Languedoc.","De gueules, au chene d'argent surmonte d'une fleur-de-lis d'or[i.e. with the fleur-de-lis in chief]"
French,DE SALVE,"DE SALVE, Provence.","D'argent, a deux loups de sable, l'un sur l'autre[=in pale]; et une bordure denchee de gueules"
French,DESCHAMPS,DESCHAMPS.,"D'or, a trois chevrons de sable accompagne de trois torteaux de sinople"
French,DEYM DE MURVIEL,"DEYMe DE MURVIEL, Languedoc.","D'azur, a l'arc-en-ciel en bande; au soleil couchant d'or"
French,DIJON,Ville de DIJON.,"De gueules, au pampre d'or feuille de sinople"
French,DOMANTZ,"DOMANTZ, Silesia.",D'argent embrasse de gueules de senestre a droite
French,BENTOUX,"BENTOUX, Gapencois.","D'or, a un trèfle de sinople vetu de gueules[i.e. Or, on a lozenge throughout gules a trefoil vert]"
French,BONVISY,BONVISY.,"D'azur, a l'etoile a huit rais d'or chargee d'un besant-tourteau, ecartele en sautoir d'argent et de gueules"
